N,Rg,error
10,1.4692473647001651,0.27736368861010374
20,2.4255364926503815,0.39456263904944466
30,3.1583052577884723,0.4590641179423
40,4.5699175537423775,0.9176881395394775
50,4.930993151976448,0.8497649467307036
60,6.048678160344152,1.3378427386976388
70,7.10202998991802,1.3229815759196777
80,6.344874891143671,0.9291513928941451
90,7.501932796705572,1.4570906840964744
100,7.7210462992917375,3.220004117847389
150,11.740405681201073,2.437148107956725
200,8.70095068785999,2.854862200281438
