N,Rg,error
10,2.5480876595578357,0.2846045436315084
20,4.551168475263678,0.4576738070091709
30,6.319966175676451,0.8397807670442742
40,8.088774973322636,0.9921695315626188
50,10.044260064478234,1.0654403107802142
60,12.734232013431022,1.1542980250523571
70,13.853192664206949,2.065379992259104
80,12.809700533910183,2.053537621643394
90,13.58070542016253,2.597934088836983
100,17.2519340333045,1.931571429383809
150,19.56048801969629,2.4544026234101257
200,25.86835722508912,5.970716430410544
