N,Rg,error
10,3.2398865335643237,0.08226002797703114
20,5.798497479491588,0.6817888988059857
30,8.531120512763872,0.6955052008692604
40,10.38833911594949,1.052288913386187
50,11.544678772786233,0.508349737728946
60,13.295936046179083,1.3870656002778925
70,16.39960201623387,1.9232617616025154
80,16.19967223801842,4.550617360795955
90,21.01803445193081,2.1426902754856028
100,20.882504944933725,2.516600456306504
150,26.6163777131707,6.731684538326527
200,32.45916669879459,5.541071247993078
