N,Rg,error
10,3.724454767917922,0.13485742885063823
20,7.311197048938894,0.29481625769736697
30,9.748729055069035,1.035294365652667
40,11.884251248850925,1.3895591424833178
50,15.331959829097551,1.9116337402915522
60,17.830859917437138,1.7056044372772161
70,18.77418201359028,4.485740348543332
80,21.97468784575397,3.3712890958185024
90,25.986326357800134,2.1795462593651536
100,26.850140495275376,4.924112740206593
150,42.48069999856856,4.929965722053951
200,53.03010348567709,8.154784768286213
