N,Rg,error
10,2.82423244872488,0.14726170678544176
20,4.629458058661264,0.4099204220681888
30,7.234261230931786,0.4535098012685402
40,9.190039871727675,1.4314804947757376
50,11.038072552607142,0.8635395046254131
60,14.065821243105905,0.9306265873352852
70,13.844145096668417,2.6410076777021394
80,14.00901953288124,2.0651255251243628
90,14.90213621527622,2.978034848707593
100,17.369391728987317,3.0315574979413755
150,23.125523000890258,3.641006692169413
200,32.09861491432804,5.378567898735377
